retailer,country,country_iso,account,site_type,product_id,product_title,product_description,oem,model_and_series,processor_brand,processor_series,processor_model,processor_number,processor_generation,graphics_card,form_factor,screen_size,screen_type,ram_gb,storage_gb,storage_type,operating_system,original_price_local,selling_price_local,usd_original_price,usd_selling_price,discount_amount_local,discount_pct,currency,price_history,availability,product_url,feed_timestamp,feed_date
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0018,HP OMEN 16 Transcend - AMD Ryzen 7 7840HS (Desktop PC),,HP,OMEN 16 Transcend,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1534,1350,1534,1350,184,12,USD,,InStock,https://www.walmart.com/products/hp-omen-16-transcend-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0019,Lenovo ThinkBook 16 Gen 6 - Apple M3 Pro M3 Pro (Laptop),,Lenovo,ThinkBook 16 Gen 6,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1581,1581,1581,1581,0,0,USD,,InStock,https://www.walmart.com/products/lenovo-thinkbook-16-gen-6-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0020,ASUS ExpertBook B9 - Intel Core Ultra 7 155H (Laptop),,ASUS,ExpertBook B9,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1628,1335,1628,1335,293,18,USD,,InStock,https://www.walmart.com/products/asus-expertbook-b9-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0021,Acer Swift Go 14 AI - Intel Core i7 13700H (Laptop),,Acer,Swift Go 14 AI,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1675,1474,1675,1474,201,12,USD,,InStock,https://www.walmart.com/products/acer-swift-go-14-ai-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,,Samsung Galaxy Book4 Ultra - Intel Core 7 150U (Laptop),,Samsung,Galaxy Book4 Ultra,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1722,1722,1722,1722,0,0,USD,,InStock,https://www.walmart.com/products/samsung-galaxy-book4-ultra-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0023,MSI Cyborg 15 - AMD Ryzen 9 7945HX (Laptop),,MSI,Cyborg 15,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1769,1769,1769,1769,0,0,USD,,InStock,https://www.walmart.com/products/msi-cyborg-15-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0024,"Apple MacBook Pro 14"" M3 - Snapdragon X Elite X1E-80-100 (Desktop PC)",,Apple,"MacBook Pro 14"" M3",Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1816,1598,1816,1598,218,12,USD,,InStock,https://www.walmart.com/products/apple-macbook-pro-14-m3-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0025,Dell Alienware m16 R2 - Intel Core Ultra 9 185H (Laptop),,Dell,Alienware m16 R2,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1863,1528,1863,1528,335,18,USD,,InStock,https://www.walmart.com/products/dell-alienware-m16-r2-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0026,HP Victus 15 - Intel Core i9 14900HX (Laptop),,HP,Victus 15,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1910,1910,1910,1910,0,0,USD,,InStock,https://www.walmart.com/products/hp-victus-15-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0027,Lenovo LOQ 15IRX9 - AMD Ryzen 5 7520U (Laptop),,Lenovo,LOQ 15IRX9,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1957,1722,1957,1722,235,12,USD,,InStock,https://www.walmart.com/products/lenovo-loq-15irx9-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0028,ASUS Zenbook Duo (2024) - Apple M3 M3 (Laptop),,ASUS,Zenbook Duo (2024),Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2004,2004,2004,2004,0,0,USD,,InStock,https://www.walmart.com/products/asus-zenbook-duo-2024--apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0029,Acer Swift X 14 - Intel Core Ultra 5 125H (Laptop),,Acer,Swift X 14,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2051,2051,2051,2051,0,0,USD,,InStock,https://www.walmart.com/products/acer-swift-x-14-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Walmart - US,United States,US,Walmart - US,1P Retailer,SKU-US-0030,Samsung Galaxy Book4 Pro - Intel Core i5 1335U (Desktop PC),,Samsung,Galaxy Book4 Pro,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2098,1846,2098,1846,252,12,USD,,InStock,https://www.walmart.com/products/samsung-galaxy-book4-pro-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0001,"Apple MacBook Pro 16"" M3 Max - Intel Core Ultra 7 155H (Laptop)",,Apple,"MacBook Pro 16"" M3 Max",Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,824,824,824,824,0,0,USD,,InStock,https://www.costco.com/products/apple-macbook-pro-16-m3-max-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0002,Dell Inspiron 15 (3520) - Intel Core i7 13700H (Laptop),,Dell,Inspiron 15 (3520),Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,871,871,871,871,0,0,USD,,InStock,https://www.costco.com/products/dell-inspiron-15-3520--intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0003,HP Pavilion Plus 14 - Intel Core 7 150U (Laptop),,HP,Pavilion Plus 14,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,918,808,918,808,110,12,USD,,InStock,https://www.costco.com/products/hp-pavilion-plus-14-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0004,Lenovo Legion Pro 7i - AMD Ryzen 9 7945HX (Laptop),,Lenovo,Legion Pro 7i,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,965,965,965,965,0,0,USD,,InStock,https://www.costco.com/products/lenovo-legion-pro-7i-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0005,ASUS TUF Gaming A15 - Snapdragon X Elite X1E-80-100 (Laptop),,ASUS,TUF Gaming A15,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1012,830,1012,830,182,18,USD,,InStock,https://www.costco.com/products/asus-tuf-gaming-a15-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0006,Acer Spin 5 - Intel Core Ultra 9 185H (Desktop PC),,Acer,Spin 5,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1059,932,1059,932,127,12,USD,,InStock,https://www.costco.com/products/acer-spin-5-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0007,Samsung Galaxy Book4 Ultra - Intel Core i9 14900HX (Laptop),,Samsung,Galaxy Book4 Ultra,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1106,1106,1106,1106,0,0,USD,,InStock,https://www.costco.com/products/samsung-galaxy-book4-ultra-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0008,MSI Cyborg 15 - AMD Ryzen 5 7520U (Laptop),,MSI,Cyborg 15,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1153,1153,1153,1153,0,0,USD,,InStock,https://www.costco.com/products/msi-cyborg-15-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0009,"Apple MacBook Pro 16"" M3 Max - Apple M3 M3 (Laptop)",,Apple,"MacBook Pro 16"" M3 Max",Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1200,1056,1200,1056,144,12,USD,,InStock,https://www.costco.com/products/apple-macbook-pro-16-m3-max-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0010,Dell Inspiron 16 Plus (7640) - Intel Core Ultra 5 125H (Laptop),,Dell,Inspiron 16 Plus (7640),Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1247,1023,1247,1023,224,18,USD,,InStock,https://www.costco.com/products/dell-inspiron-16-plus-7640--intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,,HP OMEN 16 Transcend - Intel Core i5 1335U (Laptop),,HP,OMEN 16 Transcend,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1294,1294,1294,1294,0,0,USD,,InStock,https://www.costco.com/products/hp-omen-16-transcend-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0012,Lenovo ThinkBook 16 Gen 6 - AMD Ryzen 7 7840HS (Desktop PC),,Lenovo,ThinkBook 16 Gen 6,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1341,1180,1341,1180,161,12,USD,,InStock,https://www.costco.com/products/lenovo-thinkbook-16-gen-6-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0013,ASUS ExpertBook B9 - Apple M3 Pro M3 Pro (Laptop),,ASUS,ExpertBook B9,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1388,1388,1388,1388,0,0,USD,,InStock,https://www.costco.com/products/asus-expertbook-b9-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0014,Acer Swift Go 14 AI - Intel Core Ultra 7 155H (Laptop),,Acer,Swift Go 14 AI,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1435,1435,1435,1435,0,0,USD,,InStock,https://www.costco.com/products/acer-swift-go-14-ai-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0015,Samsung Galaxy Book4 Pro - Intel Core i7 13700H (Laptop),,Samsung,Galaxy Book4 Pro,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1482,1304,1482,1304,178,12,USD,,InStock,https://www.costco.com/products/samsung-galaxy-book4-pro-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0016,MSI Stealth 16 AI Studio - Intel Core 7 150U (Laptop),,MSI,Stealth 16 AI Studio,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1529,1529,1529,1529,0,0,USD,,InStock,https://www.costco.com/products/msi-stealth-16-ai-studio-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0017,"Apple MacBook Pro 16"" M3 Max - AMD Ryzen 9 7945HX (Laptop)",,Apple,"MacBook Pro 16"" M3 Max",AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1576,1576,1576,1576,0,0,USD,,InStock,https://www.costco.com/products/apple-macbook-pro-16-m3-max-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0018,Dell Alienware m16 R2 - Snapdragon X Elite X1E-80-100 (Desktop PC),,Dell,Alienware m16 R2,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1623,1428,1623,1428,195,12,USD,,InStock,https://www.costco.com/products/dell-alienware-m16-r2-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0019,HP Victus 15 - Intel Core Ultra 9 185H (Laptop),,HP,Victus 15,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1670,1670,1670,1670,0,0,USD,,InStock,https://www.costco.com/products/hp-victus-15-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0020,Lenovo LOQ 15IRX9 - Intel Core i9 14900HX (Laptop),,Lenovo,LOQ 15IRX9,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1717,1408,1717,1408,309,18,USD,,InStock,https://www.costco.com/products/lenovo-loq-15irx9-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0021,ASUS Zenbook Duo (2024) - AMD Ryzen 5 7520U (Laptop),,ASUS,Zenbook Duo (2024),AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1764,1552,1764,1552,212,12,USD,,InStock,https://www.costco.com/products/asus-zenbook-duo-2024--amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,,Acer Swift X 14 - Apple M3 M3 (Laptop),,Acer,Swift X 14,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1811,1811,1811,1811,0,0,USD,,InStock,https://www.costco.com/products/acer-swift-x-14-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0023,Samsung Galaxy Book4 360 - Intel Core Ultra 5 125H (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1858,1858,1858,1858,0,0,USD,,InStock,https://www.costco.com/products/samsung-galaxy-book4-360-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0024,MSI Modern 14 - Intel Core i5 1335U (Desktop PC),,MSI,Modern 14,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1905,1676,1905,1676,229,12,USD,,InStock,https://www.costco.com/products/msi-modern-14-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0025,"Apple MacBook Pro 16"" M3 Max - AMD Ryzen 7 7840HS (Laptop)",,Apple,"MacBook Pro 16"" M3 Max",AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1952,1601,1952,1601,351,18,USD,,InStock,https://www.costco.com/products/apple-macbook-pro-16-m3-max-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0026,Dell Latitude 5540 - Apple M3 Pro M3 Pro (Laptop),,Dell,Latitude 5540,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1999,1999,1999,1999,0,0,USD,,InStock,https://www.costco.com/products/dell-latitude-5540-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0027,HP EliteBook 840 G10 - Intel Core Ultra 7 155H (Laptop),,HP,EliteBook 840 G10,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2046,1800,2046,1800,246,12,USD,,InStock,https://www.costco.com/products/hp-elitebook-840-g10-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Costco - US,United States,US,Costco - US,1P Retailer,SKU-US-0028,Lenovo ThinkPad X1 Carbon Gen 12 - Intel Core i7 13700H (Laptop),,Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2093,2093,2093,2093,0,0,USD,,InStock,https://www.costco.com/products/lenovo-thinkpad-x1-carbon-gen-12-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0001,MSI Stealth 16 AI Studio - Intel Core i9 14900HX (Laptop),,MSI,Stealth 16 AI Studio,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,913,913,913,913,0,0,USD,,InStock,https://www.amazon.com/products/msi-stealth-16-ai-studio-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0002,"Apple MacBook Air 13"" M3 - AMD Ryzen 5 7520U (Laptop)",,Apple,"MacBook Air 13"" M3",AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,960,960,960,960,0,0,USD,,InStock,https://www.amazon.com/products/apple-macbook-air-13-m3-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0003,Dell Inspiron 16 Plus (7640) - Apple M3 M3 (Laptop),,Dell,Inspiron 16 Plus (7640),Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1007,886,1007,886,121,12,USD,,InStock,https://www.amazon.com/products/dell-inspiron-16-plus-7640--apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0004,HP OMEN 16 Transcend - Intel Core Ultra 5 125H (Laptop),,HP,OMEN 16 Transcend,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1054,1054,1054,1054,0,0,USD,,InStock,https://www.amazon.com/products/hp-omen-16-transcend-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0005,Lenovo ThinkBook 16 Gen 6 - Intel Core i5 1335U (Laptop),,Lenovo,ThinkBook 16 Gen 6,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1101,903,1101,903,198,18,USD,,InStock,https://www.amazon.com/products/lenovo-thinkbook-16-gen-6-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0006,ASUS ExpertBook B9 - AMD Ryzen 7 7840HS (Desktop PC),,ASUS,ExpertBook B9,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1148,1010,1148,1010,138,12,USD,,InStock,https://www.amazon.com/products/asus-expertbook-b9-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0007,Acer Swift Go 14 AI - Apple M3 Pro M3 Pro (Laptop),,Acer,Swift Go 14 AI,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1195,1195,1195,1195,0,0,USD,,InStock,https://www.amazon.com/products/acer-swift-go-14-ai-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0008,Samsung Galaxy Book4 360 - Intel Core Ultra 7 155H (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1242,1242,1242,1242,0,0,USD,,InStock,https://www.amazon.com/products/samsung-galaxy-book4-360-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - US,United States,US,Amazon - US,3P Marketplace,SKU-US-0009,MSI Modern 14 - Intel Core i7 13700H (Laptop),,MSI,Modern 14,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1289,1134,1289,1134,155,12,USD,,InStock,https://www.amazon.com/products/msi-modern-14-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
